year,family,species_id,species,landed_wtround_lbs,landed_wtround_kgs,metric_tonnes_round_wt,number_landed,landed_value,avg_value_per_lbs_num,meta_id,run_date,last_data_update,landing_year,vessel_length_category,vessel_length,shore_type
2015,Groundfish,177,Monkfish (Am angler),22679,10287,10,0,11248,0.496,0027,2020-09-23,2020-09-22T20:35:00Z,2015,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2015,Pelagics,200,"Herring, Atlantic",27288605,12378030,12378,0,3083612,0.113,0027,2020-09-23,2020-09-22T20:35:00Z,2015,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2015,Pelagics,250,Mackerel,1529346,693707,694,0,327280,0.214,0027,2020-09-23,2020-09-22T20:35:00Z,2015,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2015,Pelagics,254,"Tuna, bluefin",60429,27410,27,80,210287,3.48,0027,2020-09-23,2020-09-22T20:35:00Z,2015,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2015,Pelagics,360,Capelin,51267238,23254667,23255,0,6510939,0.127,0027,2020-09-23,2020-09-22T20:35:00Z,2015,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2015,Molluscs,612,"Scallop, Sea",2450665,1111614,1112,0,2924012,1.193,0027,2020-09-23,2020-09-22T20:35:00Z,2015,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2015,Molluscs,615,Whelks,5108031,2316988,2317,0,4623775,0.905,0027,2020-09-23,2020-09-22T20:35:00Z,2015,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2015,Molluscs,617,"Scallop, Iceland",396498,179850,180,0,327306,0.825,0027,2020-09-23,2020-09-22T20:35:00Z,2015,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2015,Crustacean,619,Sea cucumber,5064484,2297235,2297,0,2213193,0.437,0027,2020-09-23,2020-09-22T20:35:00Z,2015,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2015,Crustacean,700,Lobster,110228,49999,50,0,634807,5.759,0027,2020-09-23,2020-09-22T20:35:00Z,2015,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2015,Crustacean,702,"Shrimp, Pandalus Borealis",83096154,37692168,37692,0,146248504,1.76,0027,2020-09-23,2020-09-22T20:35:00Z,2015,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2015,Crustacean,705,"Crab, Queen/Snow",80390655,36464962,36465,0,198562687,2.47,0027,2020-09-23,2020-09-22T20:35:00Z,2015,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2016,Groundfish,100,"Cod, Atlantic",8890860,4032868,4033,0,5204486,0.585,0028,2020-09-23,2020-09-22T20:35:00Z,2016,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2016,Groundfish,110,Haddock,261849,118774,119,0,102693,0.392,0028,2020-09-23,2020-09-22T20:35:00Z,2016,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2016,Groundfish,120,Redfish,405586,183972,184,0,123425,0.304,0028,2020-09-23,2020-09-22T20:35:00Z,2016,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2016,Groundfish,130,Halibut,567793,257549,258,0,2849144,5.018,0028,2020-09-23,2020-09-22T20:35:00Z,2016,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2016,Groundfish,144,Turbot/Greenland halibut,7968233,3614367,3614,0,13690299,1.718,0028,2020-09-23,2020-09-22T20:35:00Z,2016,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2016,Groundfish,149,Flounders,436115,197821,198,0,137811,0.316,0028,2020-09-23,2020-09-22T20:35:00Z,2016,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2016,Groundfish,160,Skate,835888,379156,379,0,119313,0.143,0028,2020-09-23,2020-09-22T20:35:00Z,2016,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2016,Groundfish,170,Pollock,729707,330993,331,0,311996,0.428,0028,2020-09-23,2020-09-22T20:35:00Z,2016,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2016,Groundfish,171,"Hake, white",624879,283443,283,0,281214,0.45,0028,2020-09-23,2020-09-22T20:35:00Z,2016,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2016,Groundfish,177,Monkfish (Am angler),51550,23383,23,0,21970,0.426,0028,2020-09-23,2020-09-22T20:35:00Z,2016,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2016,Pelagics,200,"Herring, Atlantic",28240162,12809654,12810,0,3840507,0.136,0028,2020-09-23,2020-09-22T20:35:00Z,2016,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2016,Pelagics,250,Mackerel,9108913,4131776,4132,0,2432080,0.267,0028,2020-09-23,2020-09-22T20:35:00Z,2016,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2016,Pelagics,360,Capelin,53263570,24160197,24160,0,8894393,0.167,0028,2020-09-23,2020-09-22T20:35:00Z,2016,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2016,Molluscs,612,"Scallop, Sea",1940795,880339,880,0,2576325,1.327,0028,2020-09-23,2020-09-22T20:35:00Z,2016,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2016,Molluscs,615,Whelks,3594346,1630385,1630,0,4945512,1.376,0028,2020-09-23,2020-09-22T20:35:00Z,2016,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2016,Molluscs,617,"Scallop, Iceland",1073116,486762,487,0,742027,0.691,0028,2020-09-23,2020-09-22T20:35:00Z,2016,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2016,Crustacean,619,Sea cucumber,4984177,2260808,2261,0,2471541,0.496,0028,2020-09-23,2020-09-22T20:35:00Z,2016,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2016,Crustacean,700,Lobster,142179,64492,64,0,830374,5.84,0028,2020-09-23,2020-09-22T20:35:00Z,2016,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2016,Crustacean,702,"Shrimp, Pandalus Borealis",55342581,25103230,25103,0,80058306,1.447,0028,2020-09-23,2020-09-22T20:35:00Z,2016,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2016,Crustacean,705,"Crab, Queen/Snow",72026847,32671164,32671,0,214460612,2.978,0028,2020-09-23,2020-09-22T20:35:00Z,2016,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2017,Groundfish,100,"Cod, Atlantic",12827494,5818513,5819,0,8040831,0.627,0029,2020-09-23,2020-09-22T20:35:00Z,2017,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2017,Groundfish,110,Haddock,388003,175997,176,0,183951,0.474,0029,2020-09-23,2020-09-22T20:35:00Z,2017,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2017,Groundfish,120,Redfish,1515686,687511,688,0,666068,0.439,0029,2020-09-23,2020-09-22T20:35:00Z,2017,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2017,Groundfish,130,Halibut,465217,211021,211,0,2327230,5.002,0029,2020-09-23,2020-09-22T20:35:00Z,2017,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2017,Groundfish,144,Turbot/Greenland halibut,7578225,3437460,3437,0,14077392,1.858,0029,2020-09-23,2020-09-22T20:35:00Z,2017,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2017,Groundfish,149,Flounders,695373,315419,315,0,220039,0.316,0029,2020-09-23,2020-09-22T20:35:00Z,2017,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2017,Groundfish,160,Skate,906787,411316,411,0,97788,0.108,0029,2020-09-23,2020-09-22T20:35:00Z,2017,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2017,Groundfish,170,Pollock,954107,432780,433,0,378467,0.397,0029,2020-09-23,2020-09-22T20:35:00Z,2017,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2017,Groundfish,171,"Hake, white",501761,227598,228,0,213782,0.426,0029,2020-09-23,2020-09-22T20:35:00Z,2017,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2017,Groundfish,177,Monkfish (Am angler),26304,11931,12,0,9045,0.344,0029,2020-09-23,2020-09-22T20:35:00Z,2017,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2017,Pelagics,200,"Herring, Atlantic",21218172,9624500,9624,0,3437318,0.162,0029,2020-09-23,2020-09-22T20:35:00Z,2017,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2017,Pelagics,250,Mackerel,4555672,2066439,2066,0,1362146,0.299,0029,2020-09-23,2020-09-22T20:35:00Z,2017,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2017,Pelagics,254,"Tuna, bluefin",59373,26931,27,79,220549,3.715,0029,2020-09-23,2020-09-22T20:35:00Z,2017,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2017,Pelagics,360,Capelin,34114924,15474428,15474,0,4912549,0.144,0029,2020-09-23,2020-09-22T20:35:00Z,2017,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2017,Molluscs,612,"Scallop, Sea",1870871,848621,849,0,2227222,1.19,0029,2020-09-23,2020-09-22T20:35:00Z,2017,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2017,Molluscs,615,Whelks,1446988,656349,656,0,1398178,0.966,0029,2020-09-23,2020-09-22T20:35:00Z,2017,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2017,Molluscs,617,"Scallop, Iceland",1298428,588963,589,0,1067414,0.822,0029,2020-09-23,2020-09-22T20:35:00Z,2017,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2017,Crustacean,613,"Squid, Illex",71525,32444,32,0,53482,0.748,0029,2020-09-23,2020-09-22T20:35:00Z,2017,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2017,Crustacean,619,Sea cucumber,8129012,3687296,3687,0,4048248,0.498,0029,2020-09-23,2020-09-22T20:35:00Z,2017,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2017,Crustacean,700,Lobster,153331,69550,70,0,1096285,7.15,0029,2020-09-23,2020-09-22T20:35:00Z,2017,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2017,Crustacean,702,"Shrimp, Pandalus Borealis",31409449,14247233,14247,0,39481566,1.257,0029,2020-09-23,2020-09-22T20:35:00Z,2017,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2017,Crustacean,705,"Crab, Queen/Snow",58125990,26365776,26366,0,255265651,4.392,0029,2020-09-23,2020-09-22T20:35:00Z,2017,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2018,Groundfish,100,"Cod, Atlantic",10696376,4851845,4852,0,6671775,0.624,0030,2020-09-23,2020-09-22T20:35:00Z,2018,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2018,Groundfish,110,Haddock,204670,92838,93,0,90569,0.443,0030,2020-09-23,2020-09-22T20:35:00Z,2018,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2018,Groundfish,120,Redfish,2466474,1118785,1119,0,1069668,0.434,0030,2020-09-23,2020-09-22T20:35:00Z,2018,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2018,Groundfish,130,Halibut,435456,197522,198,0,1947906,4.473,0030,2020-09-23,2020-09-22T20:35:00Z,2018,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2018,Groundfish,144,Turbot/Greenland halibut,8567850,3886351,3886,0,15017765,1.753,0030,2020-09-23,2020-09-22T20:35:00Z,2018,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2018,Groundfish,149,Flounders,581103,263587,264,0,235087,0.405,0030,2020-09-23,2020-09-22T20:35:00Z,2018,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2018,Groundfish,160,Skate,2017560,915159,915,0,218673,0.108,0030,2020-09-23,2020-09-22T20:35:00Z,2018,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2018,Groundfish,170,Pollock,413062,187364,187,0,135207,0.327,0030,2020-09-23,2020-09-22T20:35:00Z,2018,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2018,Groundfish,171,"Hake, white",585304,265492,265,0,237616,0.406,0030,2020-09-23,2020-09-22T20:35:00Z,2018,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2018,Groundfish,177,Monkfish (Am angler),22741,10315,10,0,12412,0.546,0030,2020-09-23,2020-09-22T20:35:00Z,2018,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2018,Pelagics,200,"Herring, Atlantic",16835047,7636327,7636,0,2580813,0.153,0030,2020-09-23,2020-09-22T20:35:00Z,2018,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2018,Pelagics,250,Mackerel,11575154,5250455,5250,0,3427403,0.296,0030,2020-09-23,2020-09-22T20:35:00Z,2018,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2018,Pelagics,254,"Tuna, bluefin",34012,15428,15,46,151540,4.455,0030,2020-09-23,2020-09-22T20:35:00Z,2018,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2018,Pelagics,360,Capelin,40513295,18376710,18377,0,6876031,0.17,0030,2020-09-23,2020-09-22T20:35:00Z,2018,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2018,Molluscs,612,"Scallop, Sea",987335,447852,448,0,1032668,1.046,0030,2020-09-23,2020-09-22T20:35:00Z,2018,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2018,Molluscs,615,Whelks,440030,199596,200,0,540233,1.228,0030,2020-09-23,2020-09-22T20:35:00Z,2018,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2018,Molluscs,617,"Scallop, Iceland",300134,136140,136,0,276540,0.921,0030,2020-09-23,2020-09-22T20:35:00Z,2018,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2018,Crustacean,613,"Squid, Illex",489548,222058,222,0,417407,0.853,0030,2020-09-23,2020-09-22T20:35:00Z,2018,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2018,Crustacean,619,Sea cucumber,12210211,5538515,5539,0,7415261,0.607,0030,2020-09-23,2020-09-22T20:35:00Z,2018,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2018,Crustacean,700,Lobster,244032,110692,111,0,1583690,6.49,0030,2020-09-23,2020-09-22T20:35:00Z,2018,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2018,Crustacean,701,"Crab, spider/toad",223246,101264,101,0,111604,0.5,0030,2020-09-23,2020-09-22T20:35:00Z,2018,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2018,Crustacean,702,"Shrimp, Pandalus Borealis",29177533,13234842,13235,0,48963926,1.678,0030,2020-09-23,2020-09-22T20:35:00Z,2018,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2018,Crustacean,705,"Crab, Queen/Snow",49706946,22546923,22547,0,239529424,4.819,0030,2020-09-23,2020-09-22T20:35:00Z,2018,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2019,Groundfish,100,"Cod, Atlantic",9649885,4377159,4377,0,6887628,0.714,0031,2020-09-23,2020-09-22T20:35:00Z,2019,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2019,Groundfish,110,Haddock,241193,109405,109,0,108006,0.448,0031,2020-09-23,2020-09-22T20:35:00Z,2019,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2019,Groundfish,120,Redfish,3819911,1732700,1733,0,1512510,0.396,0031,2020-09-23,2020-09-22T20:35:00Z,2019,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2019,Groundfish,130,Halibut,618282,280451,280,0,2873716,4.648,0031,2020-09-23,2020-09-22T20:35:00Z,2019,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2019,Groundfish,144,Turbot/Greenland halibut,8925429,4048548,4049,0,16226798,1.818,0031,2020-09-23,2020-09-22T20:35:00Z,2019,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2019,Groundfish,149,Flounders,540713,245266,245,0,254282,0.47,0031,2020-09-23,2020-09-22T20:35:00Z,2019,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2019,Groundfish,160,Skate,1952307,885561,886,0,211295,0.108,0031,2020-09-23,2020-09-22T20:35:00Z,2019,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2019,Groundfish,170,Pollock,176761,80178,80,0,49768,0.282,0031,2020-09-23,2020-09-22T20:35:00Z,2019,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2019,Groundfish,171,"Hake, white",317411,143977,144,0,133570,0.421,0031,2020-09-23,2020-09-22T20:35:00Z,2019,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2019,Groundfish,177,Monkfish (Am angler),27686,12558,13,0,15178,0.548,0031,2020-09-23,2020-09-22T20:35:00Z,2019,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2019,Pelagics,200,"Herring, Atlantic",28735553,13034361,13034,0,6178144,0.215,0031,2020-09-23,2020-09-22T20:35:00Z,2019,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2019,Pelagics,250,Mackerel,9471102,4296064,4296,0,2263593,0.239,0031,2020-09-23,2020-09-22T20:35:00Z,2019,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2019,Pelagics,254,"Tuna, bluefin",31964,14499,14,43,123515,3.864,0031,2020-09-23,2020-09-22T20:35:00Z,2019,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2019,Pelagics,360,Capelin,42689381,19363776,19364,0,11445023,0.268,0031,2020-09-23,2020-09-22T20:35:00Z,2019,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2019,Molluscs,612,"Scallop, Sea",2032890,922113,922,0,1994839,0.981,0031,2020-09-23,2020-09-22T20:35:00Z,2019,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2019,Molluscs,615,Whelks,553850,251225,251,0,732376,1.322,0031,2020-09-23,2020-09-22T20:35:00Z,2019,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2019,Molluscs,617,"Scallop, Iceland",190586,86449,86,0,158608,0.832,0031,2020-09-23,2020-09-22T20:35:00Z,2019,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2019,Crustacean,613,"Squid, Illex",834177,378380,378,0,713688,0.856,0031,2020-09-23,2020-09-22T20:35:00Z,2019,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2019,Crustacean,619,Sea cucumber,14407596,6535243,6535,0,10157355,0.705,0031,2020-09-23,2020-09-22T20:35:00Z,2019,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2019,Crustacean,700,Lobster,361508,163979,164,0,2279058,6.304,0031,2020-09-23,2020-09-22T20:35:00Z,2019,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2019,Crustacean,702,"Shrimp, Pandalus Borealis",26455760,12000254,12000,0,45128217,1.706,0031,2020-09-23,2020-09-22T20:35:00Z,2019,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2019,Crustacean,705,"Crab, Queen/Snow",47650629,21614183,21614,0,248219147,5.209,0031,2020-09-23,2020-09-22T20:35:00Z,2019,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2020,Groundfish,100,"Cod, Atlantic",2338198,1060600,1061,0,1424008,0.609,0032,2020-09-23,2020-09-22T20:35:00Z,2020,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2020,Groundfish,110,Haddock,51278,23259,23,0,22699,0.443,0032,2020-09-23,2020-09-22T20:35:00Z,2020,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2020,Groundfish,120,Redfish,1426484,647049,647,0,564877,0.396,0032,2020-09-23,2020-09-22T20:35:00Z,2020,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2020,Groundfish,130,Halibut,385285,174764,175,0,1785930,4.635,0032,2020-09-23,2020-09-22T20:35:00Z,2020,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2020,Groundfish,144,Turbot/Greenland halibut,4901950,2223510,2224,0,8246186,1.682,0032,2020-09-23,2020-09-22T20:35:00Z,2020,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2020,Groundfish,149,Flounders,384910,174594,175,0,180523,0.469,0032,2020-09-23,2020-09-22T20:35:00Z,2020,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2020,Groundfish,160,Skate,1047800,475279,475,0,112541,0.107,0032,2020-09-23,2020-09-22T20:35:00Z,2020,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2020,Groundfish,170,Pollock,26449,11997,12,0,7428,0.281,0032,2020-09-23,2020-09-22T20:35:00Z,2020,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2020,Groundfish,171,"Hake, white",59108,26811,27,0,24182,0.409,0032,2020-09-23,2020-09-22T20:35:00Z,2020,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2020,Groundfish,177,Monkfish (Am angler),34287,15553,16,0,18627,0.543,0032,2020-09-23,2020-09-22T20:35:00Z,2020,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2020,Pelagics,200,"Herring, Atlantic",4724055,2142817,2143,0,708608,0.15,0032,2020-09-23,2020-09-22T20:35:00Z,2020,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2020,Pelagics,250,Mackerel,558080,253143,253,0,122778,0.22,0032,2020-09-23,2020-09-22T20:35:00Z,2020,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2020,Pelagics,360,Capelin,37753798,17125010,17125,0,15856595,0.42,0032,2020-09-23,2020-09-22T20:35:00Z,2020,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2020,Crustacean,619,Sea cucumber,7397601,3355530,3356,0,5215309,0.705,0032,2020-09-23,2020-09-22T20:35:00Z,2020,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2020,Crustacean,702,"Shrimp, Pandalus Borealis",1251929,567871,568,0,1477272,1.18,0032,2020-09-23,2020-09-22T20:35:00Z,2020,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2020,Crustacean,705,"Crab, Queen/Snow",51932933,23556624,23557,0,178977975,3.446,0032,2020-09-23,2020-09-22T20:35:00Z,2020,Nearshore: Vessels 35-64 ft. 11 in. (10.7-19.8m),10.7-19.8m,Nearshore
2013,Groundfish,144,Turbot/Greenland halibut,13000872,5897157,5897,0,34181298,2.629,0033,2020-09-23,2020-09-22T20:35:00Z,2013,Offshore: Vessels > 100 ft. (30.5m),30.5m,Offshore
2013,Crustacean,702,"Shrimp, Pandalus Borealis",89443640,40571369,40571,0,150264179,1.68,0033,2020-09-23,2020-09-22T20:35:00Z,2013,Offshore: Vessels > 100 ft. (30.5m),30.5m,Offshore
2013,Crustacean,712,"Shrimp, Pandalus Montagui",10803561,4900463,4900,0,18149845,1.68,0033,2020-09-23,2020-09-22T20:35:00Z,2013,Offshore: Vessels > 100 ft. (30.5m),30.5m,Offshore
2013,Miscellaneous,959,Groundfish Heads,3516524,1595085,1595,0,6646239,1.89,0033,2020-09-23,2020-09-22T20:35:00Z,2013,Offshore: Vessels > 100 ft. (30.5m),30.5m,Offshore
2014,Crustacean,702,"Shrimp, Pandalus Borealis",75385832,34194789,34195,0,147003398,1.95,0034,2020-09-23,2020-09-22T20:35:00Z,2014,Offshore: Vessels > 100 ft. (30.5m),30.5m,Offshore
2014,Crustacean,712,"Shrimp, Pandalus Montagui",9897023,4489260,4489,0,19299329,1.95,0034,2020-09-23,2020-09-22T20:35:00Z,2014,Offshore: Vessels > 100 ft. (30.5m),30.5m,Offshore
